Fecha,Cierre,Apertura,Máximo,Mínimo,Vol.,% var.
22.04.2024,105.85,106.6,107.3,105.5,635.54K,0.00%
19.04.2024,105.85,105.3,106.5,104.6,1.03M,-1.03%
18.04.2024,106.95,106.05,107.45,105.95,622.17K,0.94%
17.04.2024,105.95,106.4,107.25,105.7,664.96K,-0.47%
16.04.2024,106.45,107.9,108,105.6,1.36M,-2.96%
15.04.2024,109.7,109.9,111.75,109.55,1.02M,0.18%
12.04.2024,109.5,112.5,112.6,108.65,1.28M,-2.14%
11.04.2024,111.9,111.5,112.45,110.6,1.09M,0.36%
10.04.2024,111.5,114.65,115.35,111.35,1.25M,-2.06%
09.04.2024,113.85,114.15,114.8,113.45,763.29K,-0.78%
08.04.2024,114.75,113.2,114.75,112.75,827.53K,2.00%
05.04.2024,112.5,112.8,113.55,111.9,1.14M,-1.92%
04.04.2024,114.7,111.9,115.25,111.75,1.79M,2.55%
03.04.2024,111.85,106.95,111.95,106.6,1.83M,4.88%
02.04.2024,106.65,107.2,107.8,105.8,1.08M,-0.29%
28.03.2024,106.96,106.34,107.18,106.34,785.75K,0.75%
27.03.2024,106.16,105.5,106.52,104.66,816.35K,-0.38%
26.03.2024,106.56,106.6,106.76,105.54,758.87K,0.30%
25.03.2024,106.24,104.4,106.24,104.4,1.06M,2.04%
22.03.2024,104.12,103.92,104.62,102.84,1.30M,-0.65%
21.03.2024,104.8,107,107.1,104.38,1.51M,-1.47%
20.03.2024,106.36,107.08,107.34,105.68,704.22K,-0.71%
19.03.2024,107.12,106.2,107.4,105.98,864.98K,1.08%
18.03.2024,105.98,106.1,107.22,104.86,760.28K,0.28%
15.03.2024,105.68,105.4,107.3,104.88,2.68M,0.46%
14.03.2024,105.2,108.46,110.42,104.9,1.99M,-3.04%
13.03.2024,108.5,110,110.36,108.5,893.55K,-1.17%
12.03.2024,109.78,106.9,110.22,106.64,1.36M,2.71%
11.03.2024,106.88,106.62,107.3,106.12,778.39K,-0.24%
08.03.2024,107.14,107.14,107.84,106.48,773.83K,0.17%
07.03.2024,106.96,107.04,107.48,106.06,974.77K,-0.69%
06.03.2024,107.7,109.3,109.5,107.38,1.05M,-1.52%
05.03.2024,109.36,109.72,109.72,107.84,661.44K,-0.53%
04.03.2024,109.94,109.44,109.98,109,625.52K,0.13%
01.03.2024,109.8,109.98,110.96,107.68,1.12M,0.53%
29.02.2024,109.22,109.5,110.32,109,1.38M,0.05%
28.02.2024,109.16,108,109.16,107.62,757.83K,1.37%
27.02.2024,107.68,107.64,108.82,107.42,699.54K,0.19%
26.02.2024,107.48,107,107.74,106.22,824.69K,0.71%
23.02.2024,106.72,105.3,107.36,105.18,840.75K,1.56%
22.02.2024,105.08,105,107.08,104.98,1.06M,0.75%
21.02.2024,104.3,102.34,104.38,101.88,964.22K,2.44%
20.02.2024,101.82,102.66,103.16,101.32,700.05K,-0.97%
19.02.2024,102.82,104.12,104.38,102.72,518.61K,-1.23%
16.02.2024,104.1,103.26,104.44,103.14,965.45K,1.44%
15.02.2024,102.62,102.12,102.98,101.82,773.19K,1.44%
14.02.2024,101.16,100.28,101.48,100.26,577.49K,0.28%
13.02.2024,100.88,102.32,102.58,100.56,719.17K,-1.23%
12.02.2024,102.14,102.4,103,101.82,483.49K,0.14%
09.02.2024,102,102.38,103.26,101.84,867.29K,0.04%
08.02.2024,101.96,99.63,102.36,99.45,1.13M,2.84%
07.02.2024,99.14,98.1,99.97,98.04,1.10M,1.62%
06.02.2024,97.56,97.42,97.85,96.5,745.69K,1.03%
05.02.2024,96.57,98.37,98.47,96.06,762.92K,-1.44%
02.02.2024,97.98,97.95,98.89,97.64,916.52K,0.98%
01.02.2024,97.03,96.18,98.02,95.82,875.67K,0.26%
31.01.2024,96.78,95.03,96.85,94.81,1.13M,1.87%
30.01.2024,95,95.5,96.28,94.48,775.39K,0.09%
29.01.2024,94.91,94.41,94.91,93.48,653.02K,0.15%
26.01.2024,94.77,93.7,95.02,93.53,1.02M,1.15%
25.01.2024,93.69,93.13,93.69,92.46,1.32M,0.15%
24.01.2024,93.55,94.56,94.91,92.55,1.00M,-0.01%
23.01.2024,93.56,93.62,94.57,93.03,1.20M,0.27%
22.01.2024,93.31,92.95,93.89,92.95,961.34K,1.09%
19.01.2024,92.3,93.56,93.64,92.12,1.08M,-0.82%
18.01.2024,93.06,92.51,93.74,92.33,1.03M,0.30%
17.01.2024,92.78,93.67,94.28,92.33,1.42M,-3.11%
16.01.2024,95.76,95.38,96.06,94.85,873.44K,0.25%
15.01.2024,95.52,96.89,97.19,95.35,796.87K,-1.37%
12.01.2024,96.85,98.98,99.06,96.4,1.06M,-1.64%
11.01.2024,98.46,100.8,101.88,98.46,951.41K,-1.44%
10.01.2024,99.9,100.7,101.64,99.77,872.61K,-0.91%
09.01.2024,100.82,101.28,101.44,100.3,679.07K,-0.38%
08.01.2024,101.2,100,101.22,99.24,551.68K,0.54%
05.01.2024,100.66,100.62,101.66,99.47,1.04M,-0.34%
04.01.2024,101,99.46,101.26,99.34,927.87K,1.50%
03.01.2024,99.51,101.62,102.62,98.84,902.35K,-2.23%
02.01.2024,101.78,101.4,103.04,100.54,717.05K,0.99%
29.12.2023,100.78,100.76,101.3,100.7,342.42K,0.34%
28.12.2023,100.44,100.74,101.04,100.32,430.62K,0.04%
27.12.2023,100.4,100.58,100.88,100.1,461.83K,-0.24%
22.12.2023,100.64,99.63,100.82,99.56,663.59K,1.09%
21.12.2023,99.55,98.98,99.61,98.14,718.12K,-0.87%
20.12.2023,100.42,101.32,101.86,100.28,570.72K,-0.46%
19.12.2023,100.88,100.52,101.36,100.1,772.18K,-0.14%
18.12.2023,101.02,102.4,102.56,100.86,791.89K,-1.98%
15.12.2023,103.06,103.2,105.14,103.04,3.10M,0.51%
14.12.2023,102.54,101.58,103.96,101.2,1.53M,2.86%
13.12.2023,99.69,100.92,101.24,99.69,800.11K,-1.24%
12.12.2023,100.94,101.66,102.16,100.94,965.72K,-0.36%
11.12.2023,101.3,100.9,101.86,100.44,934.47K,0.38%
08.12.2023,100.92,98.65,101.56,98.54,1.44M,2.35%
07.12.2023,98.6,99.06,99.22,98.36,920.50K,-0.75%
06.12.2023,99.35,97.99,99.82,97.61,1.09M,1.73%
05.12.2023,97.66,96.2,97.66,96.01,931.77K,1.56%
04.12.2023,96.16,95.96,96.42,94.73,850.66K,-0.03%
01.12.2023,96.19,95.94,96.19,95.17,731.83K,0.63%
30.11.2023,95.59,96.5,96.94,95.56,2.86M,-0.50%
29.11.2023,96.07,94.09,96.48,93.74,1.18M,3.12%
28.11.2023,93.16,92.99,93.22,92.3,574.85K,-0.29%
27.11.2023,93.43,94.32,94.39,93.19,623.77K,-0.66%
24.11.2023,94.05,94,94.16,92.95,824.51K,-0.08%
23.11.2023,94.13,94.5,94.86,94.12,485.70K,-0.12%
22.11.2023,94.24,93.9,94.57,93.24,911.57K,0.74%
21.11.2023,93.55,95.21,95.37,93.55,1.00M,-2.29%
20.11.2023,95.74,95.43,95.8,94.96,623.63K,0.57%
17.11.2023,95.2,94.2,95.67,94.18,1.07M,1.22%
16.11.2023,94.05,95.89,96.58,94.05,916.07K,-2.08%
15.11.2023,96.05,94.65,96.21,94.37,1.03M,2.00%
14.11.2023,94.17,92.6,94.41,92.4,1.17M,2.25%
13.11.2023,92.1,91.32,92.1,90.94,739.54K,1.01%
10.11.2023,91.18,91.55,91.64,90.43,796.61K,-1.12%
09.11.2023,92.21,92.27,92.94,91.84,638.50K,0.13%
08.11.2023,92.09,91.1,92.64,90.71,984.55K,0.85%
07.11.2023,91.31,92.5,93.19,91.08,799.18K,-1.64%
06.11.2023,92.83,94.4,94.54,92.6,928.78K,-0.13%
03.11.2023,92.95,93.01,94.65,92.21,1.76M,2.04%
02.11.2023,91.09,90,91.54,89.66,1.23M,2.35%
01.11.2023,89,88.4,89.44,87.34,959.23K,1.56%
31.10.2023,87.63,87.62,87.92,86.8,906.04K,-0.09%
30.10.2023,87.71,88.71,89.43,87.38,990.22K,-0.88%
27.10.2023,88.49,89.03,90.61,88.26,1.02M,-0.16%
26.10.2023,88.63,88.92,89.13,87.17,1.75M,-3.01%
25.10.2023,91.38,92.44,92.51,90.6,985.25K,-1.22%
24.10.2023,92.51,93.03,93.39,92.2,712.25K,-0.86%
23.10.2023,93.31,93.6,93.75,91.71,948.08K,-0.27%
20.10.2023,93.56,94.79,94.8,93.13,1.48M,-1.84%
19.10.2023,95.31,96.04,96.69,95.1,1.02M,-2.66%
18.10.2023,97.91,98.59,99.09,97.68,673.25K,-0.36%
17.10.2023,98.26,97.95,98.54,97.28,530.41K,-0.39%
16.10.2023,98.64,98.08,98.89,97.16,588.88K,0.90%
13.10.2023,97.76,98.41,99.16,97.49,699.59K,-0.69%
12.10.2023,98.44,99.45,99.46,97.89,565.38K,-0.06%
11.10.2023,98.5,97.14,98.7,96.5,1.17M,1.00%
10.10.2023,97.52,95.36,97.73,95.3,976.58K,3.03%
09.10.2023,94.65,95.14,95.14,93.71,561.85K,-1.11%
06.10.2023,95.71,94.29,95.71,93.99,1.01M,1.51%
05.10.2023,94.29,95.17,95.62,94.17,595.09K,-1.16%
04.10.2023,95.4,95,95.93,93.66,958.14K,0.10%
03.10.2023,95.3,95.95,96.5,95.23,698.28K,-0.90%
02.10.2023,96.17,97.02,97.41,95.77,734.36K,-0.22%
29.09.2023,96.38,97.34,97.68,96.33,986.00K,-0.79%
28.09.2023,97.15,96.9,97.2,95.89,961.26K,0.38%
27.09.2023,96.78,95.48,97.1,95.38,797.23K,0.83%
26.09.2023,95.98,97.32,97.32,95.3,841.84K,-1.33%
25.09.2023,97.27,98.44,98.9,96.79,932.10K,-2.01%
22.09.2023,99.27,98.93,99.4,98.11,748.23K,-0.19%
21.09.2023,99.46,99.59,100,98.95,917.83K,-0.78%
20.09.2023,100.24,97.92,100.42,97.84,984.06K,2.64%
19.09.2023,97.66,96.87,98.08,96.7,690.35K,0.91%
18.09.2023,96.78,97.37,97.45,96.25,733.53K,-0.75%
15.09.2023,97.51,97,98.21,96.41,2.79M,1.66%
14.09.2023,95.92,96.42,96.47,95.06,1.14M,-1.46%
13.09.2023,97.34,96.4,100,96.3,1.31M,0.75%
12.09.2023,96.62,96.89,97.56,96.08,867.44K,0.09%
11.09.2023,96.53,96.17,96.93,96.06,753.70K,0.95%
08.09.2023,95.62,95.58,95.88,93.62,853.58K,0.62%
07.09.2023,95.03,95.65,96.34,95.02,823.87K,-1.32%
06.09.2023,96.3,96.13,96.97,95.83,767.66K,-0.24%
05.09.2023,96.53,94.01,96.63,93.74,1.16M,2.17%
04.09.2023,94.48,94.6,95.35,94.48,810.30K,0.30%
01.09.2023,94.2,96.93,96.97,93.78,1.65M,-3.06%
31.08.2023,97.17,97.4,97.88,97,3.72M,-0.09%
30.08.2023,97.26,97.93,98.05,96.74,657.78K,-0.33%
29.08.2023,97.58,96.79,97.58,96.48,790.00K,1.01%
28.08.2023,96.6,97.4,97.55,95.64,786.27K,0.09%
25.08.2023,96.51,96.5,97.19,96.11,798.29K,-0.28%
24.08.2023,96.78,99.07,99.33,96.7,923.34K,-1.68%
23.08.2023,98.43,99.62,99.9,98.29,867.74K,-1.27%
22.08.2023,99.7,99.7,100.62,99.5,753.42K,0.46%
21.08.2023,99.24,98.37,99.87,98.35,737.17K,1.01%
18.08.2023,98.25,98.5,98.8,97.51,852.11K,-0.86%
17.08.2023,99.1,99.6,99.91,98.64,521.14K,-0.66%
16.08.2023,99.76,99.19,100.6,98.73,806.09K,0.55%
15.08.2023,99.21,100.3,100.32,98.83,588.32K,-0.89%
14.08.2023,100.1,99.8,100.92,98.82,675.96K,0.11%
11.08.2023,99.99,101.32,101.32,99.85,1.09M,-1.87%
10.08.2023,101.9,101.6,102.6,101.38,755.31K,0.53%
09.08.2023,101.36,101.6,102.94,101.18,673.37K,-0.49%
08.08.2023,101.86,103.16,104.4,101.14,954.34K,-1.81%
07.08.2023,103.74,103.9,104.76,103.02,730.94K,-0.33%
04.08.2023,104.08,103.32,104.46,102.78,793.50K,1.07%
03.08.2023,102.98,103.4,104.52,101.98,1.39M,-2.17%
02.08.2023,105.26,103.24,106,102.94,1.15M,0.36%
01.08.2023,104.88,110.92,111.7,103.4,2.99M,-5.39%
31.07.2023,110.86,111.34,111.76,110.68,702.98K,-0.38%
28.07.2023,111.28,109.5,111.56,108.62,923.90K,1.20%
27.07.2023,109.96,107.46,109.96,105.96,1.12M,2.61%
26.07.2023,107.16,108.44,108.76,105.82,851.73K,-1.16%
25.07.2023,108.42,109.32,109.36,108.14,536.56K,-0.17%
24.07.2023,108.6,107.34,108.62,106.92,724.21K,0.95%
21.07.2023,107.58,107.64,108.76,107.48,919.52K,-0.09%
20.07.2023,107.68,106.82,108.3,106.72,716.07K,0.45%
19.07.2023,107.2,107.42,107.62,106.14,789.61K,0.09%
18.07.2023,107.1,106.86,107.8,106.32,574.49K,0.28%
17.07.2023,106.8,106.4,107.26,106.1,515.50K,0.04%
14.07.2023,106.76,107,107.14,105.58,807.74K,-0.22%
13.07.2023,107,107.76,107.8,106.82,663.65K,-0.37%
12.07.2023,107.4,106.96,107.6,106.54,729.27K,0.86%
11.07.2023,106.48,107,107.06,105.16,1.04M,-0.93%
10.07.2023,107.48,106.98,108.82,106.12,673.65K,0.32%
07.07.2023,107.14,107.9,108.44,107.04,1.18M,-0.81%
06.07.2023,108.02,112.86,112.86,107.88,1.24M,-3.90%
05.07.2023,112.4,110.8,112.4,110.5,732.63K,0.52%
04.07.2023,111.82,112.42,112.96,111.1,547.81K,-0.34%
03.07.2023,112.2,112.9,113.12,111.96,573.51K,-0.28%
30.06.2023,112.52,111.48,113.06,111.32,1.44M,1.33%
29.06.2023,111.04,109.9,111.64,109.9,786.28K,1.06%
28.06.2023,109.88,108.56,109.92,107.94,734.55K,1.68%
27.06.2023,108.06,109.5,109.82,107.54,922.28K,-1.08%
26.06.2023,109.24,109.2,109.46,107.46,751.43K,0.57%
23.06.2023,108.62,109.12,109.2,107.52,762.65K,-0.44%
22.06.2023,109.1,108.98,109.2,107.86,668.48K,-0.75%
21.06.2023,109.92,111.1,111.86,109.7,685.77K,-0.54%
20.06.2023,110.52,110.28,110.82,109.26,790.34K,-0.45%
19.06.2023,111.02,111.44,111.7,110.64,580.79K,-0.63%
16.06.2023,111.72,112.42,112.5,110.54,2.60M,-0.71%
15.06.2023,112.52,112.68,113,111.58,808.88K,-0.34%
14.06.2023,112.9,112.18,113.46,111.94,937.73K,0.75%
13.06.2023,112.06,110.3,112.06,110.22,1.43M,1.74%
12.06.2023,110.14,108.5,110.14,108.46,1.03M,1.91%
09.06.2023,108.08,108.44,108.92,107.86,566.27K,0.11%
08.06.2023,107.96,106.98,108.84,106.94,950.42K,1.01%
07.06.2023,106.88,106.84,106.98,105.46,820.75K,0.17%
06.06.2023,106.7,106.3,106.74,105.7,660.01K,0.24%
05.06.2023,106.44,105.98,106.44,105.42,763.84K,0.26%
02.06.2023,106.16,104.02,106.44,103.72,1.35M,2.57%
01.06.2023,103.5,102.6,103.6,102.14,808.36K,1.55%
31.05.2023,101.92,102.38,103.98,101.12,2.89M,-2.17%
30.05.2023,104.18,104.4,105.36,103.96,668.22K,-0.21%
29.05.2023,104.4,104.88,105.54,103.66,379.42K,-0.06%
26.05.2023,104.46,103.74,104.56,102.74,984.48K,1.63%
25.05.2023,102.78,103.1,103.42,101.96,792.75K,0.18%
24.05.2023,102.6,103.9,104.36,102.12,1.16M,-1.80%
23.05.2023,104.48,104.1,104.64,103.62,822.41K,0.42%
22.05.2023,104.04,103.42,104.24,103.04,730.02K,0.64%
19.05.2023,103.38,102.64,104,102.56,1.38M,0.86%
18.05.2023,102.5,100.5,102.82,100.48,1.04M,2.36%
17.05.2023,100.14,99.11,100.36,99.1,739.11K,0.57%
16.05.2023,99.57,99.96,100.06,98.7,896.96K,-0.51%
15.05.2023,100.08,99.88,100.5,99.58,1.00M,0.67%
12.05.2023,99.41,100.18,101.12,99.25,2.05M,-8.29%
11.05.2023,108.4,108.7,108.9,107.66,1.88M,-0.29%
10.05.2023,108.72,109.32,109.48,107.58,1.06M,0.00%
09.05.2023,108.72,109.02,109.54,108.24,1.13M,-0.18%
08.05.2023,108.92,107.54,109.84,107.36,1.30M,1.28%
05.05.2023,107.54,104,107.84,103.38,1.70M,3.60%
04.05.2023,103.8,102.42,103.8,100.14,1.84M,2.75%
03.05.2023,101.02,101.14,101.42,100.06,956.96K,0.44%
02.05.2023,100.58,102,102.68,99.92,1.20M,-0.85%
28.04.2023,101.44,101.3,102.12,98.2,1.49M,0.79%
27.04.2023,100.64,101.02,102.56,100.52,856.42K,-0.36%
26.04.2023,101,101.62,101.7,100.26,850.34K,-0.43%
25.04.2023,101.44,101.3,102.02,100.96,755.35K,0.28%
24.04.2023,101.16,100.66,101.64,100.28,637.32K,0.56%
21.04.2023,100.6,100.52,101.26,99.38,1.28M,0.58%
20.04.2023,100.02,103.4,103.4,98.94,2.04M,-3.62%
19.04.2023,103.78,103.92,104.04,102.88,677.74K,-0.31%
18.04.2023,104.1,103.5,104.34,103.1,980.64K,0.87%
17.04.2023,103.2,104.06,104.48,102.24,1.06M,-0.46%
14.04.2023,103.68,102.9,104.18,102.64,846.09K,1.33%
13.04.2023,102.32,102.58,103.22,101.82,849.01K,-0.35%
12.04.2023,102.68,101.2,103.48,101.14,1.03M,1.74%
11.04.2023,100.92,99.69,101.06,99.69,1.16M,2.33%
06.04.2023,98.62,98.5,99.1,97.73,1.06M,-0.47%
05.04.2023,99.09,101.5,101.8,98.72,1.34M,-2.22%
04.04.2023,101.34,101.18,102.88,101.18,1.03M,0.60%
03.04.2023,100.74,101,101.56,100.62,691.78K,-0.20%
31.03.2023,100.94,101,101.24,100.3,1.13M,0.26%
30.03.2023,100.68,99.17,100.8,99.14,886.55K,1.77%
29.03.2023,98.93,98.7,99.13,97.63,960.17K,0.14%
28.03.2023,98.79,99.49,99.84,98.58,679.68K,0.14%
27.03.2023,98.65,98.88,99.47,97.82,859.59K,0.91%
24.03.2023,97.76,98.63,98.63,96.28,1.43M,-1.08%
23.03.2023,98.83,98.2,99.04,96.88,804.67K,0.64%
22.03.2023,98.2,97.39,98.98,97.25,886.72K,0.88%
21.03.2023,97.34,96.9,97.8,96.73,937.65K,1.81%
20.03.2023,95.61,94.85,96.13,92.37,1.15M,0.80%
17.03.2023,94.85,95.76,97.31,93.83,4.50M,-0.96%
16.03.2023,95.77,96.25,96.45,93.91,1.61M,1.14%
15.03.2023,94.69,96.11,97.2,92.54,2.14M,-0.95%
14.03.2023,95.6,94.65,95.87,93.3,1.74M,1.01%
13.03.2023,94.64,97.84,98.08,93.77,1.72M,-3.75%
10.03.2023,98.33,96.04,98.33,96,1.64M,-1.21%
09.03.2023,99.53,102.18,103.7,97.25,2.22M,-1.42%
08.03.2023,100.96,100.76,101.68,100.42,928.10K,-0.04%
07.03.2023,101,101.4,101.7,100.8,824.73K,-0.45%
06.03.2023,101.46,101.42,101.9,100.96,645.34K,-0.02%
03.03.2023,101.48,99.5,102.02,99.35,1.38M,2.14%
02.03.2023,99.35,98.89,99.35,97.59,839.28K,0.01%
01.03.2023,99.34,98.29,100.62,98.22,1.21M,1.63%
28.02.2023,97.75,97.95,98.74,97.01,1.19M,-0.42%
27.02.2023,98.16,98.34,98.84,97.85,801.42K,1.00%
24.02.2023,97.19,99.86,99.92,97.19,2.06M,-2.47%
23.02.2023,99.65,98.71,100.04,98.53,805.80K,1.24%
22.02.2023,98.43,98.3,98.75,97.66,787.10K,-0.27%
21.02.2023,98.7,99.59,99.67,97.97,797.87K,-0.97%
20.02.2023,99.67,99.92,100.52,99.62,587.37K,-0.08%
17.02.2023,99.75,99.1,99.91,98.7,1.52M,0.51%
16.02.2023,99.24,99.6,99.97,98.29,932.20K,0.06%
15.02.2023,99.18,97.76,99.23,97.63,839.08K,1.47%
14.02.2023,97.74,97.95,98.52,97.4,977.87K,0.13%
13.02.2023,97.61,98.3,98.83,97.61,788.38K,-0.16%
10.02.2023,97.77,99.26,99.49,97.42,1.09M,-1.70%
09.02.2023,99.46,98.09,99.46,97.99,1.27M,1.94%
08.02.2023,97.57,97.5,98.47,96.55,907.81K,0.17%
07.02.2023,97.4,97.26,97.97,96.78,937.03K,0.35%
06.02.2023,97.06,97.11,98.02,96.22,962.41K,-0.53%
03.02.2023,97.58,97.09,97.96,96.5,1.80M,-0.21%
02.02.2023,97.79,95.08,98.49,94.58,1.95M,2.65%
01.02.2023,95.27,93.92,95.27,93.06,1.59M,2.19%
31.01.2023,93.23,91.53,93.24,91.13,1.50M,1.91%
30.01.2023,91.48,91.47,92.5,91.32,1.40M,-1.57%
27.01.2023,92.94,92.79,93.32,92.39,1.19M,0.64%
26.01.2023,92.35,92.26,92.56,91.89,956.74K,0.61%
25.01.2023,91.79,91.51,91.95,91.1,816.74K,0.00%
24.01.2023,91.79,91.76,91.98,90.89,781.65K,0.28%
23.01.2023,91.53,90.31,91.68,90.02,779.10K,1.73%
20.01.2023,89.97,90,90.66,89.32,1.22M,-0.06%
19.01.2023,90.02,90.68,90.97,89.58,1.43M,-1.54%
18.01.2023,91.43,91.64,92.15,91.13,826.43K,-0.60%
17.01.2023,91.98,91.99,92.56,90.52,1.22M,0.15%
16.01.2023,91.84,91.99,92.22,91.31,481.52K,0.11%
13.01.2023,91.74,92.49,92.49,90.73,1.70M,-1.59%
12.01.2023,93.22,91.95,93.36,91.64,1.55M,1.57%
11.01.2023,91.78,90.7,91.78,90.33,1.30M,1.39%
10.01.2023,90.52,90.14,90.95,89.84,1.26M,0.60%
09.01.2023,89.98,89.84,90.41,89.48,959.13K,0.50%
06.01.2023,89.53,88.85,89.71,87.08,944.06K,0.65%
05.01.2023,88.95,88,89.28,87.56,960.30K,1.22%
04.01.2023,87.88,86.05,87.98,86.01,1.05M,2.39%
03.01.2023,85.83,85.99,87.18,85.71,862.44K,0.03%
02.01.2023,85.8,83.6,85.92,83.6,790.00K,2.90%
30.12.2022,83.38,83.55,83.79,83.24,532.25K,-0.54%
29.12.2022,83.83,82.96,84.07,82.94,466.54K,0.68%
28.12.2022,83.26,84,84,82.99,642.51K,-0.47%
27.12.2022,83.65,84.05,84.35,83.5,358.30K,0.18%
23.12.2022,83.5,83.36,84.03,83.08,432.25K,0.24%
22.12.2022,83.3,84.37,84.56,82.94,1.13M,-1.01%
21.12.2022,84.15,83.51,84.33,82.94,764.07K,0.96%
20.12.2022,83.35,83.14,83.6,82.7,915.77K,-0.32%
19.12.2022,83.62,82.97,83.96,82.92,908.15K,1.21%
16.12.2022,82.62,82.79,83.5,82.16,2.83M,-0.22%
15.12.2022,82.8,83.31,83.9,82.41,1.65M,-1.25%
14.12.2022,83.85,83.8,84.44,83.51,1.13M,-0.19%
13.12.2022,84.01,84.76,86.25,83.73,1.32M,-0.50%
12.12.2022,84.43,84.31,84.6,83.8,836.88K,-0.13%
09.12.2022,84.54,83.32,84.78,82.8,1.02M,1.90%
08.12.2022,82.96,82.95,83.69,82.4,2.23M,-1.89%
07.12.2022,84.56,84.9,85.79,84.36,1.02M,-0.74%
06.12.2022,85.19,85.65,86.05,84.91,766.95K,-0.78%
05.12.2022,85.86,85.31,86.06,85.04,870.97K,0.70%
02.12.2022,85.26,84.89,85.95,84.63,922.00K,0.14%
01.12.2022,85.14,86.62,86.71,84.42,1.08M,-1.36%
30.11.2022,86.31,85,86.37,84.8,2.22M,1.84%
29.11.2022,84.75,83.83,84.99,83.37,1.27M,1.57%
28.11.2022,83.44,83.27,83.7,83.04,1.22M,-0.62%
25.11.2022,83.96,84.52,84.52,83.51,933.05K,-0.06%
24.11.2022,84.01,84.3,84.82,83.78,849.77K,0.29%
23.11.2022,83.77,84.34,84.4,82.8,780.00K,-0.39%
22.11.2022,84.1,83.44,84.41,82.94,770.55K,0.60%
21.11.2022,83.6,83.91,84.3,83.53,,-0.65%
18.11.2022,84.15,82.77,84.19,82.69,1.50M,2.29%
17.11.2022,82.27,83,83.52,81.53,938.76K,-0.32%
16.11.2022,82.53,84.94,85,81.36,1.65M,-3.11%
15.11.2022,85.18,85.27,85.44,84.3,1.17M,0.18%
14.11.2022,85.03,84.76,85.84,84.13,934.84K,0.94%
11.11.2022,84.24,83.73,84.33,83.26,1.46M,1.68%
10.11.2022,82.85,80,83.3,79.9,1.73M,3.24%
09.11.2022,80.25,80.79,80.87,79.37,1.16M,-0.30%
08.11.2022,80.49,81,81.19,80.39,1.33M,-0.67%
07.11.2022,81.03,79.53,81.14,79.21,1.35M,1.54%
04.11.2022,79.8,76.89,80.04,76.22,1.57M,4.31%
03.11.2022,76.5,78.31,78.5,75.06,2.13M,-4.66%
02.11.2022,80.24,80.51,80.87,79.52,1.16M,-0.05%
01.11.2022,80.28,79.98,81.12,79.8,903.00K,0.96%
31.10.2022,79.52,79.53,79.94,78.84,863.92K,-0.05%
28.10.2022,79.56,78.54,79.73,78.12,922.60K,-0.01%
27.10.2022,79.57,79.11,79.88,78.71,899.80K,0.63%
26.10.2022,79.07,78.22,79.14,77.53,995.48K,1.09%
25.10.2022,78.22,78.4,78.84,77.27,1.08M,0.40%
24.10.2022,77.91,77.99,78.66,75.74,1.46M,0.62%
21.10.2022,77.43,77,77.6,76.33,1.62M,-0.13%
20.10.2022,77.53,77.5,78.4,76.83,1.02M,-0.17%
19.10.2022,77.66,78.26,78.64,77.15,924.80K,0.05%
18.10.2022,77.62,77,78.86,76.5,1.35M,1.42%
17.10.2022,76.53,75.11,76.99,74.8,957.25K,2.01%
14.10.2022,75.02,75.56,76.05,74.42,1.12M,1.05%
13.10.2022,74.24,72.88,74.51,72.19,1.41M,1.46%
12.10.2022,73.17,72.34,73.34,71.43,1.19M,1.09%
11.10.2022,72.38,71.61,72.38,70.3,1.18M,0.49%
10.10.2022,72.03,70.6,72.98,70.55,1.40M,0.46%
07.10.2022,71.7,71.78,72.67,71.47,745.38K,-0.38%
06.10.2022,71.97,72.12,72.95,71.61,913.38K,0.70%
05.10.2022,71.47,72.59,72.59,70.64,1.54M,-1.89%
04.10.2022,72.85,72,73.01,71.6,1.11M,3.00%
03.10.2022,70.73,69.59,71.14,68.61,1.06M,1.06%
30.09.2022,69.99,69.83,70.51,68.78,1.69M,1.24%
29.09.2022,69.13,71.8,71.82,68.44,2.36M,-3.42%
28.09.2022,71.58,70.85,71.96,70.25,1.54M,-0.25%
27.09.2022,71.76,73.16,73.66,71.54,1.27M,-0.55%
26.09.2022,72.16,70.88,73.25,70.59,1.29M,1.09%
23.09.2022,71.38,74.25,74.25,71.12,1.86M,-3.76%
22.09.2022,74.17,73.97,75.05,73.63,1.01M,-1.44%
21.09.2022,75.25,74.3,75.31,73.46,764.18K,0.24%
20.09.2022,75.07,75.84,76.84,74.57,1.11M,-0.83%
19.09.2022,75.7,74.54,76.09,73.83,857.54K,1.76%
16.09.2022,74.39,73.94,74.51,72.75,2.30M,-0.39%
15.09.2022,74.68,74.97,75.5,73.86,953.73K,0.04%
14.09.2022,74.65,74.6,75.26,73.88,1.24M,-0.28%
13.09.2022,74.86,75.88,76.72,74.66,1.11M,-1.21%
12.09.2022,75.78,74.21,75.99,74.21,1.71M,3.09%
09.09.2022,73.51,73.09,74.76,73.06,1.29M,0.77%
08.09.2022,72.95,74.14,74.44,72.24,1.08M,-1.51%
07.09.2022,74.07,72.1,74.37,72.1,1.08M,1.72%
06.09.2022,72.82,72.7,73.97,72.54,1.61M,0.52%
05.09.2022,72.44,72.35,73.13,72.04,1.73M,-3.55%
02.09.2022,75.11,73.7,75.41,72.96,1.27M,3.16%
01.09.2022,72.81,72.9,73.15,72.08,1.21M,-0.90%
31.08.2022,73.47,74.55,75.09,73.28,1.48M,-0.46%
