Fecha,Cierre,Apertura,Máximo,Mínimo,Vol.,% var.
25.11.2016,82.79,82.43,82.79,81.92,798.22K,0.34%
24.11.2016,82.51,82.49,82.8,82.09,663.76K,0.33%
23.11.2016,82.24,83.2,83.31,81.13,1.83M,-1.27%
22.11.2016,83.3,83,83.49,82.58,1.96M,1.13%
21.11.2016,82.37,81.16,82.93,80.67,2.00M,1.69%
18.11.2016,81,81.1,81.93,80.42,1.73M,0.72%
17.11.2016,80.42,80.54,81.57,79.7,1.43M,-0.40%
16.11.2016,80.74,81.51,81.67,79.75,1.39M,-0.97%
15.11.2016,81.53,81.12,81.73,80.48,1.29M,0.80%
14.11.2016,80.88,80.78,82.54,80.54,2.55M,0.96%
11.11.2016,80.11,76.83,80.15,76.82,3.10M,4.34%
10.11.2016,76.78,77.59,77.72,76.1,2.03M,-0.08%
09.11.2016,76.84,73.51,76.95,73.4,3.87M,-0.61%
08.11.2016,77.31,77,77.5,75.97,1.63M,0.14%
07.11.2016,77.2,77.1,77.37,76.53,1.58M,2.31%
04.11.2016,75.46,73.95,75.72,73.58,2.17M,0.31%
03.11.2016,75.23,75.3,76.28,75,1.44M,-0.23%
02.11.2016,75.4,77.59,77.59,75.2,2.42M,-3.73%
01.11.2016,78.32,79.8,79.99,78.05,1.17M,-1.32%
31.10.2016,79.37,80,80.24,78.93,1.25M,-1.00%
28.10.2016,80.17,79.37,80.3,78.34,1.15M,0.31%
27.10.2016,79.92,80,80.54,79.5,1.31M,-0.19%
26.10.2016,80.07,79.4,80.37,79.15,1.24M,0.55%
25.10.2016,79.63,79.87,80.38,79.45,962.29K,0.05%
24.10.2016,79.59,79.01,80.1,79.01,1.36M,1.22%
21.10.2016,78.63,79.14,79.19,77.97,1.60M,-0.68%
20.10.2016,79.17,78.6,79.67,78.09,1.78M,1.47%
19.10.2016,78.02,77.1,78.59,76.52,1.57M,1.31%
18.10.2016,77.01,76.86,77.24,76.02,1.40M,0.88%
17.10.2016,76.34,76.72,76.94,75.89,1.07M,-0.65%
14.10.2016,76.84,75.79,77.55,75.71,1.79M,1.19%
13.10.2016,75.94,76.34,76.55,75.28,1.69M,-1.38%
12.10.2016,77,77.66,78.03,76.72,1.20M,-0.85%
11.10.2016,77.66,78.05,78.75,77.45,1.42M,-0.55%
10.10.2016,78.09,77.43,78.39,76.83,1.36M,0.88%
07.10.2016,77.41,78.3,78.33,76.84,1.79M,-1.14%
06.10.2016,78.3,78.3,78.69,77.86,1.41M,0.15%
05.10.2016,78.18,76.65,78.39,75.98,1.83M,1.15%
04.10.2016,77.29,76,77.68,75.79,2.80M,3.32%
30.09.2016,74.81,72.38,75.13,72.02,2.42M,1.51%
29.09.2016,73.7,74.49,75.06,73.45,1.30M,0.03%
28.09.2016,73.68,73.51,74.49,73.41,1.18M,0.68%
27.09.2016,73.18,74.29,74.44,72.03,1.67M,-0.75%
26.09.2016,73.73,75.06,75.13,73.4,1.92M,-2.46%
23.09.2016,75.59,76.25,76.47,75.33,1.06M,-0.90%
22.09.2016,76.28,75.15,76.96,74.92,1.96M,2.58%
21.09.2016,74.36,74.76,75.27,74.27,1.20M,0.36%
20.09.2016,74.09,73.96,74.48,73.72,1.06M,0.16%
19.09.2016,73.97,74.05,74.64,73.81,1.23M,0.75%
16.09.2016,73.42,75.25,75.5,73.22,2.86M,-2.50%
15.09.2016,75.3,74.91,75.67,74.14,1.29M,0.27%
14.09.2016,75.1,75.64,75.77,74.61,1.37M,-0.41%
13.09.2016,75.41,76,76.32,74.95,1.31M,-0.22%
12.09.2016,75.58,75.5,75.9,74.6,2.04M,-1.75%
09.09.2016,76.93,77.31,77.85,76.54,1.18M,-0.66%
08.09.2016,77.44,78.42,78.52,76.14,2.13M,-1.02%
07.09.2016,78.24,77.76,78.85,76.96,1.21M,0.89%
06.09.2016,77.55,78.62,78.62,77.24,1.22M,-0.88%
05.09.2016,78.24,78.97,79.06,78.24,843.92K,-0.42%
02.09.2016,78.57,78.37,78.77,76.66,1.59M,0.82%
01.09.2016,77.93,78.27,79.8,77.55,1.48M,-0.10%
31.08.2016,78.01,78.38,79.28,78.01,1.31M,-0.57%
30.08.2016,78.46,77.44,78.56,77.11,1.21M,2.06%
29.08.2016,76.88,76.71,77.23,76.07,708.24K,-0.45%
26.08.2016,77.23,76.1,77.29,75.82,1.48M,1.33%
25.08.2016,76.22,76.8,76.84,75.6,1.49M,-1.66%
24.08.2016,77.51,77.25,78.03,76.69,971.05K,0.04%
23.08.2016,77.48,77.39,77.97,76.73,1.04M,0.69%
22.08.2016,76.95,77.4,78.45,76.52,1.17M,-0.48%
19.08.2016,77.32,78.02,78.19,76.47,1.85M,-1.93%
18.08.2016,78.84,79.1,79.25,78.39,892.05K,0.37%
17.08.2016,78.55,79.68,79.93,78.02,1.04M,-1.18%
16.08.2016,79.49,79.91,80.08,78.95,1.23M,-1.25%
15.08.2016,80.5,79.87,80.88,79.65,855.47K,1.09%
12.08.2016,79.63,80.23,80.45,79.44,1.00M,-0.92%
11.08.2016,80.37,80.71,81.2,79.13,1.47M,0.22%
10.08.2016,80.19,79.86,80.69,79.4,1.42M,-0.12%
09.08.2016,80.29,77.91,80.48,77.64,2.01M,3.43%
08.08.2016,77.63,78.5,78.98,77.29,1.23M,-0.37%
05.08.2016,77.92,76.16,78.01,76.05,1.44M,2.74%
04.08.2016,75.84,76.24,77.61,75.57,1.58M,0.04%
03.08.2016,75.81,75.39,75.81,73.73,1.88M,0.53%
02.08.2016,75.41,78,78.2,74.75,2.51M,-2.23%
01.08.2016,77.13,78.44,78.68,76.54,1.49M,0.10%
29.07.2016,77.05,76.59,77.12,76.39,1.46M,1.42%
28.07.2016,75.97,78.38,78.5,75.97,2.36M,-3.05%
27.07.2016,78.36,77.64,78.8,77.51,1.97M,2.06%
26.07.2016,76.78,76.14,77.34,75.73,1.22M,0.84%
25.07.2016,76.14,75.72,77.37,75.08,1.39M,0.85%
22.07.2016,75.5,75.56,76.17,75.1,948.38K,-0.63%
21.07.2016,75.98,75.7,76.53,74.96,1.43M,0.78%
20.07.2016,75.39,74.19,75.73,73.39,1.71M,2.46%
19.07.2016,73.58,74.75,74.96,72.68,1.96M,-1.78%
18.07.2016,74.91,74.9,76.03,74.33,1.41M,0.33%
15.07.2016,74.66,74.5,75.17,73.79,1.61M,-0.11%
14.07.2016,74.74,74,75.22,73.72,2.23M,2.41%
13.07.2016,72.98,73,75.22,72.62,2.53M,-0.45%
12.07.2016,73.31,70.62,73.67,70.59,2.95M,4.67%
11.07.2016,70.04,69.25,70.55,68.82,1.86M,2.34%
08.07.2016,68.44,65.45,68.9,65.3,2.67M,4.33%
07.07.2016,65.6,65.59,67.12,65.43,1.80M,0.77%
06.07.2016,65.1,64.9,65.22,63.38,2.70M,-0.17%
05.07.2016,65.21,66.33,66.44,64.99,2.10M,-2.37%
04.07.2016,66.79,68.34,68.38,66.41,1.72M,-1.48%
01.07.2016,67.79,66.27,68.48,66,2.54M,3.04%
30.06.2016,65.79,65.98,66.25,64.98,2.45M,-0.14%
29.06.2016,65.88,66.42,67.52,65.55,2.73M,0.08%
28.06.2016,65.83,67.69,68.16,65.56,2.69M,0.24%
27.06.2016,65.67,68.24,68.78,65.01,3.71M,-4.35%
24.06.2016,68.66,66,70.61,66,8.61M,-7.53%
23.06.2016,74.25,72.53,74.39,72.26,2.23M,2.46%
22.06.2016,72.47,73.19,73.64,72.47,1.46M,-0.23%
21.06.2016,72.64,72.3,73.16,71.73,1.69M,0.55%
20.06.2016,72.24,71.18,72.52,71.05,2.04M,4.74%
17.06.2016,68.97,69.07,69.9,68.69,2.50M,0.98%
16.06.2016,68.3,67.59,68.48,67.11,1.99M,-0.38%
15.06.2016,68.56,68.45,70.1,67.95,2.20M,1.42%
14.06.2016,67.6,68.79,69.1,67.45,2.28M,-2.51%
13.06.2016,69.34,70,70.21,68.84,2.09M,-1.92%
10.06.2016,70.7,71.4,71.56,70.1,1.96M,-1.59%
09.06.2016,71.84,72.89,72.97,71.38,1.40M,-1.59%
08.06.2016,73,73.68,74.04,72.71,1.14M,-1.12%
07.06.2016,73.83,72.73,74.05,72.54,1.39M,2.20%
06.06.2016,72.24,72.43,73.23,71.86,864.79K,-0.04%
03.06.2016,72.27,74.5,74.58,71.59,1.91M,-2.40%
02.06.2016,74.05,73.72,74.41,73.16,1.31M,0.16%
01.06.2016,73.93,75.92,75.96,73.55,1.92M,-2.58%
31.05.2016,75.89,76.01,76.37,74.79,2.14M,0.17%
30.05.2016,75.76,75.49,76.12,75.25,686.32K,0.80%
27.05.2016,75.16,75.53,75.59,74.57,1.35M,-0.38%
26.05.2016,75.45,73.89,75.81,73.86,2.07M,2.15%
25.05.2016,73.86,73.27,74.21,72.82,2.03M,2.38%
24.05.2016,72.14,70.7,72.35,70.05,2.17M,1.86%
23.05.2016,70.82,71.95,71.97,70.51,1.65M,-1.23%
20.05.2016,71.7,71.2,71.9,70.94,1.89M,1.47%
19.05.2016,70.66,70.86,71.88,69.94,2.37M,-0.46%
18.05.2016,70.99,71.11,71.65,70.51,2.05M,-0.80%
17.05.2016,71.56,74.76,74.88,70.99,2.95M,-3.00%
13.05.2016,73.77,72.85,73.94,72.25,2.57M,-2.58%
12.05.2016,75.72,76.71,77.34,75.39,2.71M,-1.53%
11.05.2016,76.9,78.06,78.4,76.6,1.31M,-1.42%
10.05.2016,78.01,77.53,78.25,77.16,1.78M,1.95%
09.05.2016,76.52,76.73,77.35,75.82,1.62M,1.10%
06.05.2016,75.69,75.48,76.06,74.41,2.45M,0.21%
05.05.2016,75.53,76.69,76.69,75,1.48M,-1.20%
04.05.2016,76.45,78.05,78.43,76,2.10M,-2.02%
03.05.2016,78.03,79.92,79.92,77.77,3.09M,-3.81%
02.05.2016,81.12,81.32,82.73,80.99,1.53M,0.77%
29.04.2016,80.5,83.21,84.07,80.5,2.25M,-4.10%
28.04.2016,83.94,82.93,84.15,81.89,1.77M,0.70%
27.04.2016,83.36,82.9,83.65,82.62,1.21M,0.92%
26.04.2016,82.6,82.3,83.63,82.28,1.40M,0.81%
25.04.2016,81.94,83,83.29,81.87,2.34M,-1.01%
22.04.2016,82.78,81.83,83.62,81.26,2.13M,-1.63%
21.04.2016,84.15,84.4,85.07,83.26,1.82M,0.15%
20.04.2016,84.02,82.48,84.46,81.99,1.92M,1.14%
19.04.2016,83.07,81.04,83.2,80.91,2.05M,3.31%
18.04.2016,80.41,78.27,80.86,77.8,1.87M,2.60%
15.04.2016,78.37,79.01,79.18,77.62,1.50M,-1.05%
14.04.2016,79.2,78.4,79.2,78.1,1.72M,1.54%
13.04.2016,78,76.95,78.77,76.48,2.27M,3.52%
12.04.2016,75.35,75.12,75.64,73.94,1.32M,0.75%
11.04.2016,74.79,74.34,75.6,73.66,1.17M,0.66%
08.04.2016,74.3,74.06,75.35,74.06,1.28M,0.61%
07.04.2016,73.85,75.4,75.5,73.3,1.71M,-1.53%
06.04.2016,75,75,75.19,73.56,1.66M,0.50%
05.04.2016,74.63,76.1,76.19,74.6,2.05M,-3.75%
04.04.2016,77.54,77.64,78.44,76.57,1.77M,-0.59%
01.04.2016,78,79.6,79.73,77.26,2.22M,-3.35%
31.03.2016,80.7,82,82.22,80.63,1.54M,-1.72%
30.03.2016,82.11,80.84,82.87,80.53,1.46M,2.06%
29.03.2016,80.45,79.58,80.75,79.43,1.24M,1.09%
24.03.2016,79.58,80.82,80.98,79.24,1.51M,-1.83%
23.03.2016,81.06,81.98,82.75,80.41,1.28M,-0.39%
22.03.2016,81.38,80.5,81.56,79.4,1.48M,0.22%
21.03.2016,81.2,80.9,82.56,80.35,1.36M,-0.47%
18.03.2016,81.58,81.15,81.99,80.56,2.97M,0.69%
17.03.2016,81.02,83.5,83.5,79.12,2.51M,-1.95%
16.03.2016,82.63,80.01,83.51,80,3.19M,3.86%
15.03.2016,79.56,80,80.67,78.81,1.57M,-0.84%
14.03.2016,80.23,80.01,81.35,79.57,2.00M,1.92%
11.03.2016,78.72,77.11,79.34,76.76,2.29M,4.38%
10.03.2016,75.42,78.8,81.75,75.36,3.86M,-3.97%
09.03.2016,78.54,79.78,81.95,77.5,4.33M,-1.85%
08.03.2016,80.02,80.63,81.71,79.09,1.86M,-2.26%
07.03.2016,81.87,82.25,82.96,80.62,1.19M,-0.92%
04.03.2016,82.63,81.67,83.3,80.9,1.72M,1.82%
03.03.2016,81.15,80.88,81.93,80.05,1.57M,0.90%
02.03.2016,80.43,78.96,80.52,78.85,2.00M,2.71%
01.03.2016,78.31,75.27,78.61,75,2.19M,4.20%
29.02.2016,75.15,73.05,75.37,72.61,1.73M,1.71%
26.02.2016,73.89,72.45,74.79,72.22,1.57M,3.63%
25.02.2016,71.3,71.12,71.98,70.01,1.35M,1.57%
24.02.2016,70.2,73,73.21,68.94,2.31M,-4.02%
23.02.2016,73.14,74.51,74.87,72.94,1.29M,-2.74%
22.02.2016,75.2,74.93,75.76,74.81,1.27M,1.86%
19.02.2016,73.83,74.65,75.36,73.24,1.63M,-2.02%
18.02.2016,75.35,76.15,76.64,74.2,1.59M,-0.05%
17.02.2016,75.39,73.3,75.89,73.15,1.66M,3.53%
16.02.2016,72.82,74.1,74.49,72.14,1.89M,-0.36%
15.02.2016,73.08,72.59,73.95,71.98,2.12M,4.01%
12.02.2016,70.26,68.13,70.79,67.39,2.67M,4.58%
11.02.2016,67.18,68.32,68.46,66,2.12M,-2.75%
10.02.2016,69.08,68.23,70.17,67.64,2.28M,1.84%
09.02.2016,67.83,69.41,69.7,66.86,2.40M,-2.12%
08.02.2016,69.3,72.76,73.28,69.04,2.04M,-4.29%
05.02.2016,72.41,71.6,73.85,71.18,1.97M,1.29%
04.02.2016,71.49,72.11,72.49,69.38,3.23M,-1.66%
03.02.2016,72.7,73.4,74.81,71.5,2.69M,-1.80%
02.02.2016,74.03,75.22,75.4,73.69,1.59M,-1.91%
01.02.2016,75.47,76.89,77,74.23,2.24M,-1.55%
29.01.2016,76.66,78.84,78.9,75.72,2.45M,-1.24%
28.01.2016,77.62,79.18,80.59,77.3,1.86M,-2.93%
27.01.2016,79.96,79.13,79.96,78.04,1.24M,0.71%
26.01.2016,79.4,77.35,80.12,76.19,1.56M,0.61%
25.01.2016,78.92,80.31,80.31,78.34,1.45M,-0.99%
22.01.2016,79.71,80.52,80.96,79.59,1.99M,1.28%
21.01.2016,78.7,76.4,79.33,75.99,2.14M,2.51%
20.01.2016,76.77,76.3,77.3,75.46,2.23M,-2.65%
19.01.2016,78.86,80.2,80.33,78.5,1.80M,0.97%
18.01.2016,78.1,77.98,79.7,76.77,1.43M,0.10%
15.01.2016,78.02,79.64,80.82,76.58,3.03M,-2.61%
14.01.2016,80.11,82,82.11,78.06,3.76M,-3.35%
13.01.2016,82.89,86.26,86.64,82.1,2.16M,-2.31%
12.01.2016,84.85,83.6,86.5,83.27,1.77M,2.06%
11.01.2016,83.14,83.11,85.59,82.88,1.83M,-0.36%
08.01.2016,83.44,86.16,87.14,83.41,1.97M,-2.34%
07.01.2016,85.44,85.3,86,83.52,2.81M,-3.76%
06.01.2016,88.78,91,91,87.14,2.30M,-3.31%
05.01.2016,91.82,93.42,93.5,90.63,1.53M,-0.47%
04.01.2016,92.25,94.71,94.71,91.76,2.38M,-5.51%
30.12.2015,97.63,98.5,98.5,97.57,431.93K,-0.94%
29.12.2015,98.56,98.16,98.99,97.6,565.47K,1.24%
28.12.2015,97.35,98.88,99.08,97.1,372.21K,-1.22%
23.12.2015,98.55,97.95,99.08,97.62,886.47K,2.28%
22.12.2015,96.35,96.34,97.23,94.74,1.14M,0.89%
21.12.2015,95.5,96.38,99.36,95.5,1.33M,-1.25%
18.12.2015,96.71,97.6,98.52,96.03,2.79M,-2.04%
17.12.2015,98.72,98.24,99.49,98.15,2.22M,3.38%
16.12.2015,95.49,95.29,96.6,94.48,1.53M,0.84%
15.12.2015,94.69,92.74,95.5,92.74,1.49M,3.04%
14.12.2015,91.9,94.08,95.08,91.57,1.68M,-2.35%
11.12.2015,94.11,97.15,97.2,93.24,2.04M,-3.25%
10.12.2015,97.27,96.2,97.98,96.15,1.02M,0.13%
09.12.2015,97.14,97.4,98.47,95.85,1.24M,-0.06%
08.12.2015,97.2,100.3,100.35,96.07,1.40M,-2.79%
07.12.2015,99.99,99.21,101.45,98.94,1.03M,1.85%
04.12.2015,98.17,97.91,99.11,96.4,1.89M,-0.17%
03.12.2015,98.34,102.3,104.15,97.41,2.78M,-4.20%
02.12.2015,102.65,103.7,103.85,101.9,1.26M,-0.63%
01.12.2015,103.3,103.6,104.85,103.15,1.50M,0.00%
30.11.2015,103.3,101.4,104.1,101.15,1.76M,1.77%
27.11.2015,101.5,100.25,102,99.93,1.09M,0.64%
26.11.2015,100.85,99.5,101.65,99.45,1.26M,1.36%
25.11.2015,99.5,97.48,99.52,96.24,1.21M,2.83%
24.11.2015,96.76,98,98.68,96.16,1.39M,-1.72%
23.11.2015,98.45,98.97,99.28,98.16,1.01M,-0.73%
20.11.2015,99.17,99,99.59,98.61,1.54M,0.45%
19.11.2015,98.73,97.9,99.36,97.74,1.39M,1.31%
18.11.2015,97.45,96.91,97.94,96.42,928.61K,0.20%
17.11.2015,97.26,95.71,97.59,95.27,1.37M,2.69%
16.11.2015,94.71,93.28,95.48,93.28,1.02M,0.18%
13.11.2015,94.54,94.2,95.79,93,1.44M,0.08%
12.11.2015,94.46,95.74,95.76,93.64,1.54M,-1.79%
11.11.2015,96.18,95.89,97.01,95.54,1.50M,0.26%
10.11.2015,95.93,95.49,96.11,94,1.26M,1.02%
09.11.2015,94.96,96.23,97.24,94.8,1.59M,-1.11%
06.11.2015,96.03,92.78,96.84,92.78,2.57M,3.50%
05.11.2015,92.78,92.52,93.41,91.58,1.35M,0.36%
04.11.2015,92.45,92.73,93.18,89.74,2.87M,-1.20%
03.11.2015,93.57,95.8,96,91.95,2.52M,-0.84%
02.11.2015,94.36,92.73,94.56,92.71,1.43M,1.07%
30.10.2015,93.36,93.61,94.03,92.47,1.27M,0.02%
29.10.2015,93.34,94,94.17,92.65,1.16M,0.40%
28.10.2015,92.97,92.55,93.51,91.55,1.03M,0.64%
27.10.2015,92.38,93.05,93.26,92.25,1.13M,-0.57%
26.10.2015,92.91,92.84,93.99,92.39,1.21M,-0.41%
23.10.2015,93.29,91.71,94.46,91.71,3.19M,3.25%
22.10.2015,90.35,87.66,90.67,86.96,2.39M,2.67%
21.10.2015,88,87.92,88.56,86.67,1.08M,0.82%
20.10.2015,87.28,87.35,88,86.37,1.07M,-0.47%
19.10.2015,87.69,86.6,88,86.55,997.83K,1.10%
16.10.2015,86.74,87.9,87.9,86.04,1.41M,-0.31%
15.10.2015,87.01,87.71,88.14,86.74,1.39M,0.31%
14.10.2015,86.74,87,89,86.43,1.81M,-1.55%
13.10.2015,88.11,89,89.04,86.18,2.06M,-1.28%
12.10.2015,89.25,88.35,89.96,88.15,2.09M,1.65%
09.10.2015,87.8,87.4,88.31,86.68,1.71M,1.86%
08.10.2015,86.2,85.4,87.33,85.21,1.39M,0.54%
07.10.2015,85.74,83,87.33,82.74,2.87M,4.28%
06.10.2015,82.22,81.51,82.98,80.45,1.96M,1.29%
05.10.2015,81.17,79.77,81.61,78.46,2.14M,3.78%
02.10.2015,78.21,79.33,79.73,76.12,2.02M,-0.15%
01.10.2015,78.33,80.62,80.99,77.82,1.88M,-1.12%
30.09.2015,79.22,79.9,80.79,78.31,2.01M,3.73%
29.09.2015,76.37,75.03,78,74.74,2.07M,-0.29%
28.09.2015,76.59,78.79,78.79,75.9,2.59M,-2.92%
25.09.2015,78.89,79.43,79.83,77.9,4.72M,4.24%
24.09.2015,75.68,80.22,82.21,72.05,10.94M,-5.15%
23.09.2015,79.79,79.07,81.5,76.4,4.13M,0.59%
22.09.2015,79.32,84.41,84.41,78,4.97M,-6.02%
21.09.2015,84.4,83.33,85.36,81.68,3.59M,-1.53%
18.09.2015,85.71,87.7,87.79,84.52,3.95M,-2.89%
17.09.2015,88.26,88.2,88.55,87.67,1.81M,0.96%
16.09.2015,87.42,88.15,88.75,86.87,1.94M,0.22%
15.09.2015,87.23,85.87,87.89,85.48,2.07M,2.21%
14.09.2015,85.34,85.3,86.38,84.99,1.29M,-0.22%
11.09.2015,85.53,86.03,86.3,85.02,1.76M,-0.62%
10.09.2015,86.06,84.89,87.04,84.54,2.38M,0.61%
09.09.2015,85.54,88.46,88.88,85.54,2.75M,1.78%
08.09.2015,84.04,82.3,84.98,82.28,2.90M,3.83%
07.09.2015,80.94,81.05,81.68,80.43,1.11M,0.77%
04.09.2015,80.32,81.3,81.87,79.48,2.42M,-2.24%
03.09.2015,82.16,80.6,82.9,80.43,2.33M,3.28%
02.09.2015,79.55,80.26,81.14,79.49,1.42M,-0.69%
01.09.2015,80.1,80.87,80.87,79.22,2.06M,-2.58%
31.08.2015,82.22,82.2,82.66,81.37,1.33M,-0.87%
28.08.2015,82.94,83.37,83.44,81.77,1.49M,-0.01%
27.08.2015,82.95,83.27,83.72,82.49,2.74M,2.89%
26.08.2015,80.62,80.74,81.66,78.72,3.10M,-1.47%
25.08.2015,81.82,78.52,83.04,77.81,5.36M,6.36%
24.08.2015,76.93,76.5,78.69,74.59,6.90M,-3.99%
21.08.2015,80.13,79.95,82.54,79.59,4.07M,-2.28%
20.08.2015,82,82.73,83.66,81.59,3.12M,-2.23%
19.08.2015,83.87,85.27,85.57,83.73,2.04M,-2.33%
18.08.2015,85.87,86.31,86.63,85.62,1.43M,-0.88%
17.08.2015,86.63,87.5,87.87,85.64,2.22M,0.56%
14.08.2015,86.15,86.18,86.96,85.48,1.80M,-0.05%
13.08.2015,86.19,88,88.35,85.93,2.06M,0.12%
12.08.2015,86.09,87.78,87.78,85.33,3.85M,-3.72%
11.08.2015,89.42,92,92,89,3.45M,-4.26%
10.08.2015,93.4,93.25,93.44,91.79,1.03M,0.56%
07.08.2015,92.88,91.85,93.62,91.51,1.36M,0.76%
06.08.2015,92.18,92.9,93.98,91.86,1.40M,-0.85%
05.08.2015,92.97,91,93.91,91,2.36M,2.30%
04.08.2015,90.88,89.4,90.97,89.4,2.62M,-1.28%
03.08.2015,92.06,91.25,92.29,90.2,2.20M,0.83%
31.07.2015,91.3,90,91.47,89.85,3.07M,1.60%
30.07.2015,89.86,89.69,90.09,88.53,1.76M,0.42%
29.07.2015,89.48,90.87,91,88.58,2.25M,-0.78%
28.07.2015,90.18,89.53,90.61,89.18,2.19M,1.23%
27.07.2015,89.08,90.69,91.47,88.77,3.14M,-2.79%
24.07.2015,91.64,93.33,94.05,91.22,2.27M,-2.19%
23.07.2015,93.69,96.19,96.19,93.33,2.28M,-0.47%
22.07.2015,94.13,94.32,94.65,93.01,1.98M,-1.06%
21.07.2015,95.14,96.13,96.71,94.88,1.46M,-0.49%
20.07.2015,95.61,95.58,96.44,95.05,1.59M,0.03%
17.07.2015,95.58,96.64,96.8,95.28,1.72M,-0.17%
16.07.2015,95.74,94.71,96.66,93.85,2.58M,2.34%
15.07.2015,93.55,94.08,94.47,93.36,1.97M,-1.18%
14.07.2015,94.67,94.73,94.81,93.29,2.52M,-0.32%
13.07.2015,94.97,96.55,97.52,93.9,4.17M,-0.24%
10.07.2015,95.2,96.67,96.67,94.41,3.10M,1.29%
09.07.2015,93.99,92.82,95.24,92.51,3.10M,2.06%
08.07.2015,92.09,92,92.69,90.36,4.83M,-1.93%
07.07.2015,93.9,97.23,97.3,93.51,3.90M,-3.45%
06.07.2015,97.26,97,98.47,97,2.24M,-1.66%
03.07.2015,98.9,99.25,99.86,98.48,1.42M,-0.30%
02.07.2015,99.2,102.4,102.4,98.88,1.45M,-1.29%
01.07.2015,100.5,99.53,101.85,98.76,2.23M,2.36%
30.06.2015,98.18,99,99.85,97.22,3.59M,-1.13%
29.06.2015,99.3,98.2,100.75,97.51,2.85M,-4.06%
26.06.2015,103.5,103,104.25,102,1.41M,-0.19%
25.06.2015,103.7,102,104.4,101.8,1.78M,0.44%
24.06.2015,103.25,104.25,104.5,101.6,2.30M,-1.05%
23.06.2015,104.35,103.55,105.45,102.75,2.38M,2.00%
22.06.2015,102.3,100.5,102.9,100.35,3.41M,4.67%
19.06.2015,97.74,98.33,99.78,97.34,3.61M,-0.14%
18.06.2015,97.88,96.55,98.17,95.17,2.32M,0.90%
17.06.2015,97.01,98.57,98.72,96.72,1.67M,-1.36%
16.06.2015,98.35,97.42,98.88,96.57,2.18M,-0.24%
15.06.2015,98.59,98.45,99.28,97.76,1.76M,-1.33%
12.06.2015,99.92,100.6,101.8,98.74,1.92M,-1.31%
11.06.2015,101.25,101,102.65,100.6,1.85M,0.45%
10.06.2015,100.8,98.01,101.7,97.11,2.96M,2.82%
09.06.2015,98.04,96.86,98.45,95.43,2.79M,0.69%
08.06.2015,97.37,99.18,100.15,96.78,2.21M,-2.23%
05.06.2015,99.59,99.34,100.45,98.34,2.57M,-0.71%
04.06.2015,100.3,100.95,101.65,99.01,2.01M,-0.94%
03.06.2015,101.25,100.7,102.95,99.58,2.24M,1.05%
02.06.2015,100.2,101,101.15,99.06,2.09M,-0.55%
01.06.2015,100.75,101,101.55,99.34,1.48M,0.05%
29.05.2015,100.7,103,103.1,100.2,2.02M,-2.28%
28.05.2015,103.05,104.2,104.95,102.15,1.70M,-1.76%
27.05.2015,104.9,103.5,105.45,102.7,1.84M,1.25%
26.05.2015,103.6,105.2,106.55,102.55,2.31M,-1.15%
22.05.2015,104.8,105.25,105.55,104,1.39M,-0.52%
21.05.2015,105.35,106,106.3,103.9,1.63M,-1.03%
20.05.2015,106.45,107.45,107.7,105.8,1.31M,-0.65%
19.05.2015,107.15,104.5,107.65,104.5,2.74M,3.68%
18.05.2015,103.35,102,103.45,101.05,1.59M,1.32%
15.05.2015,102,105.55,105.9,101.45,2.60M,-2.49%
14.05.2015,104.6,101.5,104.95,100.05,2.34M,-0.29%
13.05.2015,104.9,105.85,106.65,104,2.52M,-1.36%
12.05.2015,106.35,108.45,108.55,104.9,2.66M,-2.70%
11.05.2015,109.3,109.9,110,108.2,1.55M,-0.18%
08.05.2015,109.5,105.8,109.5,104.6,2.85M,4.68%
07.05.2015,104.6,103.6,105.25,102,2.17M,0.48%
06.05.2015,104.1,106.5,108.45,101.5,3.59M,-2.25%
05.05.2015,106.5,106.7,109.3,106,2.05M,-0.23%
04.05.2015,106.75,106.95,108.1,105.25,1.42M,0.61%
30.04.2015,106.1,106.5,108.1,104.7,2.29M,-0.24%
29.04.2015,106.35,110.6,110.75,105.45,2.72M,-3.19%
28.04.2015,109.85,113.75,114.25,108.75,2.06M,-2.79%
27.04.2015,113,111.5,113.4,110,1.52M,2.31%
24.04.2015,110.45,110.8,111.5,109.4,1.47M,0.18%
23.04.2015,110.25,110.5,111.5,108.6,1.88M,0.23%
22.04.2015,110,112.85,113.45,108.85,2.34M,-1.79%
21.04.2015,112,112.75,113.4,111.9,1.31M,0.27%
20.04.2015,111.7,111.05,113.05,110.85,1.83M,1.18%
17.04.2015,110.4,112.7,113.9,110.1,2.40M,-2.21%
16.04.2015,112.9,115.65,115.85,112.75,1.90M,-2.17%
15.04.2015,115.4,115.2,117,114.95,1.46M,0.22%
14.04.2015,115.15,116.2,117.1,114.6,1.64M,-0.95%
13.04.2015,116.25,117.25,117.9,116.15,1.30M,-0.94%
10.04.2015,117.35,116.9,117.85,116,1.48M,0.99%
09.04.2015,116.2,115.15,116.2,114,1.62M,2.60%
08.04.2015,113.25,114,114.2,111.8,1.94M,-1.44%
07.04.2015,114.9,116.3,116.3,113.85,1.57M,-0.04%
02.04.2015,114.95,115.7,116.55,114.25,1.11M,-0.48%
01.04.2015,115.5,115.5,117.6,114.9,1.66M,-0.82%
